"Region Code","Region","Commodity description","Estimate","Number of agricultural businesses","Type","Category","Process"
307,"North Queensland Dry Tropics","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","31358.3","285.96","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
307,"North Queensland Dry Tropics","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","83532.16","217.6","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
307,"North Queensland Dry Tropics","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","70299.81","110.23","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
307,"North Queensland Dry Tropics","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","13232.35","114.84","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
307,"North Queensland Dry Tropics","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","219406.76","712.25","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
307,"North Queensland Dry Tropics","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","11153.14","59.76","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
307,"North Queensland Dry Tropics","Water source - Town or reticulated mains supply - Total volume used (ML)","31.59","7.76","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
308,"Northern Gulf","Water source - Total volume of water from all sources (ML) (b)","61894.18","277.78","Water source","",""
308,"Northern Gulf","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","40990.88","123.44","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
308,"Northern Gulf","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","5341.87","80.41","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
308,"Northern Gulf","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","8017.29","58.14","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
308,"Northern Gulf","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","6219.19","38.38","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
308,"Northern Gulf","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","1798.1","19.76","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
308,"Northern Gulf","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","7234.13","104.47","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
308,"Northern Gulf","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","304.4","1","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
308,"Northern Gulf","Water source - Town or reticulated mains supply - Total volume used (ML)","5.61","2.34","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
309,"Queensland Murray Darling Basin","Water source - Total volume of water from all sources (ML) (b)","125463.68","923.66","Water source","",""
309,"Queensland Murray Darling Basin","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","10224.84","25.43","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
309,"Queensland Murray Darling Basin","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","22219.73","610.15","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
309,"Queensland Murray Darling Basin","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","63419.28","91.62","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
309,"Queensland Murray Darling Basin","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","59188.97","72.31","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
309,"Queensland Murray Darling Basin","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","4230.31","21.36","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
309,"Queensland Murray Darling Basin","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","19960.39","395.75","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
309,"Queensland Murray Darling Basin","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","9565.26","9.37","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
309,"Queensland Murray Darling Basin","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","74.18","7.01","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
310,"Reef Catchments","Water source - Total volume of water from all sources (ML) (b)","134964.94","760.02","Water source","",""
310,"Reef Catchments","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","39593.18","220.8","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
310,"Reef Catchments","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","22149.12","218.55","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
310,"Reef Catchments","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","26074.77","222.16","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
310,"Reef Catchments","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","21442.41","168.23","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
310,"Reef Catchments","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","4632.36","57.04","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
310,"Reef Catchments","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","42008.75","388.94","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
310,"Reef Catchments","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","5136.68","26.43","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
310,"Reef Catchments","Water source - Town or reticulated mains supply - Total volume used (ML)","2.44","1.36","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
311,"South East Queensland","Water source - Total volume of water from all sources (ML) (b)","150933.18","1558.61","Water source","",""
311,"South East Queensland","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","10186.84","55.15","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
311,"South East Queensland","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","21169.48","818.75","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
311,"South East Queensland","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","48228.86","362.31","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
311,"South East Queensland","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","38390.87","184.98","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
311,"South East Queensland","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","9837.99","186.04","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
311,"South East Queensland","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","70041.98","705.69","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
311,"South East Queensland","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","610.65","18.97","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
311,"South East Queensland","Water source - Town or reticulated mains supply - Total volume used (ML)","630.64","103.61","Water source","Town or reticulated mains supply ","Total volume used (ML)"
311,"South East Queensland","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","64.73","5.45","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
312,"South West Queensland","Water source - Total volume of water from all sources (ML) (b)","11952.33","328.23","Water source","",""
312,"South West Queensland","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","4109.79","153.53","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
312,"South West Queensland","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","1154.23","44.75","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
312,"South West Queensland","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","830.83","5.62","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
312,"South West Queensland","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","323.4","39.13","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
312,"South West Queensland","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","6688.31","275.96","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
313,"Southern Gulf","Water source - Total volume of water from all sources (ML) (b)","29427.32","256.54","Water source","",""
313,"Southern Gulf","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","3022.14","124.86","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
313,"Southern Gulf","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","2650.81","33.66","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
313,"Southern Gulf","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","2650.81","33.66","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
313,"Southern Gulf","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","23754.37","209.68","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
314,"Terrain NRM","Water source - Total volume of water from all sources (ML) (b)","106323.94","686.72","Water source","",""
314,"Terrain NRM","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","34062.61","97.04","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
314,"Terrain NRM","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","7259.55","143.08","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
314,"Terrain NRM","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","36477.95","272.14","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
314,"Terrain NRM","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","19201.07","120.53","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
314,"Terrain NRM","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","17276.89","151.6","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
314,"Terrain NRM","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","28474.08","255.63","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
314,"Terrain NRM","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","22.47","7.89","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
314,"Terrain NRM","Water source - Town or reticulated mains supply - Total volume used (ML)","27.28","34.5","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
4,"South Australia","Water source - Total volume of water from all sources (ML) (b)","795024.52","6164.13","Water source","",""
4,"South Australia","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","168779.78","1032.44","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
4,"South Australia","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","14899.04","1219.41","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
4,"South Australia","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","216927.68","588.56","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
4,"South Australia","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","179135.81","449.05","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
4,"South Australia","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","37791.87","140.5","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
4,"South Australia","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","365936.12","3018.37","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
4,"South Australia","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","15554.73","257.54","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
4,"South Australia","Water source - Town or reticulated mains supply - Total volume used (ML)","12919.21","1645.8","Water source","Town or reticulated mains supply ","Total volume used (ML)"
4,"South Australia","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","7.96","7.96","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
401,"Adelaide and Mount Lofty Ranges","Water source - Total volume of water from all sources (ML) (b)","69083.31","1360.3","Water source","",""
401,"Adelaide and Mount Lofty Ranges","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","13197.56","243","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
401,"Adelaide and Mount Lofty Ranges","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","4343.47","364.92","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
401,"Adelaide and Mount Lofty Ranges","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","5368.86","140.69","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
401,"Adelaide and Mount Lofty Ranges","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","5353.25","135.3","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
401,"Adelaide and Mount Lofty Ranges","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","15.61","5.38","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
401,"Adelaide and Mount Lofty Ranges","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","29155.48","735.54","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
401,"Adelaide and Mount Lofty Ranges","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","14724.19","231.5","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
401,"Adelaide and Mount Lofty Ranges","Water source - Town or reticulated mains supply - Total volume used (ML)","2285.79","269.08","Water source","Town or reticulated mains supply ","Total volume used (ML)"
401,"Adelaide and Mount Lofty Ranges","Water source - Other sources of water (excluding rainfall) - Total volume used (ML)","7.96","7.96","Water source","Other sources of water (excluding rainfall) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
