Region code,Region label,Commodity description,Estimate,Number of agricultural businesses,Type,Category,Process
301,Burnett Mary,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),3.97,..,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Application rate (ML/ha)
301,Burnett Mary,Water use - Vegetables - Total area grown (ha),6664.93,212.78,Water use ,Vegetables ,Total area grown (ha)
301,Burnett Mary,Water use - Vegetables - Area watered (ha),4858.01,158.15,Water use ,Vegetables ,Area watered (ha)
301,Burnett Mary,Water use - Vegetables - Volume applied (ML),13125.11,158.15,Water use ,Vegetables ,Volume applied (ML)
301,Burnett Mary,Water use - Vegetables - Application rate (ML/ha),2.7,..,Water use ,Vegetables ,Application rate (ML/ha)
301,Burnett Mary,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",20724.16,344.77,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
301,Burnett Mary,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",18110.62,305.64,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Area watered (ha)
301,Burnett Mary,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",80319.48,305.64,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Volume applied (ML)
301,Burnett Mary,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",4.43,..,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Application rate (ML/ha)
301,Burnett Mary,Water use - Grapevines - Total area grown (ha),322.48,6.42,Water use ,Grapevines ,Total area grown (ha)
301,Burnett Mary,Water use - Grapevines - Area watered (ha),322.48,6.42,Water use ,Grapevines ,Area watered (ha)
301,Burnett Mary,Water use - Grapevines - Volume applied (ML),942.5,6.42,Water use ,Grapevines ,Volume applied (ML)
301,Burnett Mary,Water use - Grapevines - Application rate (ML/ha),2.92,..,Water use ,Grapevines ,Application rate (ML/ha)
301,Burnett Mary,"Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)",419.73,85.84,Water use ,"Nurseries, cut flowers and cultivated turf ",Total area grown (ha)
301,Burnett Mary,"Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)",310.71,65.63,Water use ,"Nurseries, cut flowers and cultivated turf ",Area watered (ha)
301,Burnett Mary,"Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)",1034.21,65.63,Water use ,"Nurseries, cut flowers and cultivated turf ",Volume applied (ML)
301,Burnett Mary,"Water use - Nurseries, cut flowers and cultivated turf - Application rate (ML/ha)",3.33,..,Water use ,"Nurseries, cut flowers and cultivated turf ",Application rate (ML/ha)
301,Burnett Mary,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)",18202.25,191.09,Water use ,"Cereals for grain or seed, excluding rice ",Total area grown (ha)
301,Burnett Mary,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)",1392.95,50.18,Water use ,"Cereals for grain or seed, excluding rice ",Area watered (ha)
301,Burnett Mary,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)",2746.74,50.18,Water use ,"Cereals for grain or seed, excluding rice ",Volume applied (ML)
301,Burnett Mary,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",1.97,..,Water use ,"Cereals for grain or seed, excluding rice ",Application rate (ML/ha)
301,Burnett Mary,Water use - Cotton - Total area grown (ha) (c),238.92,4.33,Water use ,Cotton , Total area grown (ha) (c)
301,Burnett Mary,Water use - Cotton - Area watered (ha),238.92,4.33,Water use ,Cotton ,Area watered (ha)
301,Burnett Mary,Water use - Cotton - Volume applied (ML),861.39,4.33,Water use ,Cotton ,Volume applied (ML)
301,Burnett Mary,Water use - Cotton - Application rate (ML/ha),3.61,..,Water use ,Cotton ,Application rate (ML/ha)
301,Burnett Mary,Water use - Sugar cane - Total area grown (ha) (d),43658.08,327.47,Water use ,Sugar cane ,Total area grown (ha) (d)
301,Burnett Mary,Water use - Sugar cane - Area watered (ha),36126.14,314.1,Water use ,Sugar cane ,Area watered (ha)
301,Burnett Mary,Water use - Sugar cane - Volume applied (ML),124405.55,314.1,Water use ,Sugar cane ,Volume applied (ML)
301,Burnett Mary,Water use - Sugar cane - Application rate (ML/ha),3.44,..,Water use ,Sugar cane ,Application rate (ML/ha)
301,Burnett Mary,Water use - Other crops n.e.c. - Total area grown (ha) (e),10356.89,254.86,Water use ,Other crops n.e.c.,Total area grown (ha) (e)
301,Burnett Mary,Water use - Other crops n.e.c. - Area watered (ha),2204.08,88.26,Water use ,Other crops n.e.c.,Area watered (ha)
301,Burnett Mary,Water use - Other crops n.e.c. - Volume applied (ML),8893.35,88.26,Water use ,Other crops n.e.c.,Volume applied (ML)
301,Burnett Mary,Water use - Other crops n.e.c. - Application rate (ML/ha),4.03,..,Water use ,Other crops n.e.c.,Application rate (ML/ha)
302,Cape York,Area of holding - Total area (ha) (a),2146344.52,32.17,Area of holding ,,
302,Cape York,Number of agricultural businesses (no.),32.17,32.17,,,
302,Cape York,Number of agricultural businesses irrigating (no.),4.82,4.82,,,
302,Cape York,Water source - Total volume of water from all sources (ML) (b),710.07,18.38,Water source ,,
302,Cape York,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),10,2,Water source ,Water taken from on farm dams or tanks,Total volume used (ML)
302,Cape York,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",210.61,5.66,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Total volume used (ML)
302,Cape York,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",210.61,5.66,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where there is no volumetric/usage charge - Total volume used (ML)
302,Cape York,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",489.46,12.72,Water source ,"Groundwater (e.g. bores, springs, wells) ",Total volume used (ML)
302,Cape York,Water use - Total area watered (ha),118.16,4.82,Water use ,,
302,Cape York,Water use - Total volume applied (ML),139.51,4.82,Water use ,,
302,Cape York,Water use - Total application rate (ML/ha),1.18,..,Water use ,,
302,Cape York,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),2025690.3,27.35,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Total area grown (ha)
302,Cape York,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",206.37,2.27,Water use ," Pastures (including lucerne), cereal and other crops cut for hay and silage ",Total area grown (ha)
302,Cape York,Water use - Vegetables - Total area grown (ha),21,1,Water use ,Vegetables ,Total area grown (ha)
302,Cape York,Water use - Vegetables - Area watered (ha),21,1,Water use ,Vegetables ,Area watered (ha)
302,Cape York,Water use - Vegetables - Volume applied (ML),50,1,Water use ,Vegetables ,Volume applied (ML)
302,Cape York,Water use - Vegetables - Application rate (ML/ha),2.38,..,Water use ,Vegetables ,Application rate (ML/ha)
302,Cape York,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",97.66,4.82,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
302,Cape York,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",97.16,4.82,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Area watered (ha)
302,Cape York,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",89.51,4.82,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Volume applied (ML)
302,Cape York,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",0.92,..,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Application rate (ML/ha)
302,Cape York,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)",108.57,2.17,Water use ,"Cereals for grain or seed, excluding rice ",Total area grown (ha)
303,Condamine,Area of holding - Total area (ha) (a),1312135.96,2195.66,Area of holding ,,
303,Condamine,Number of agricultural businesses (no.),2195.66,2195.66,,,
303,Condamine,Number of agricultural businesses irrigating (no.),366.11,366.11,,,
303,Condamine,Water source - Total volume of water from all sources (ML) (b),80913.35,854.27,Water source ,,
303,Condamine,Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML),2156.96,10,Water source , Water taken from irrigation channels or irrigation pipelines ,Total volume used (ML)
303,Condamine,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),18800.42,291.93,Water source ,Water taken from on farm dams or tanks,Total volume used (ML)
303,Condamine,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",14221.51,79.24,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Total volume used (ML)
303,Condamine,"Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)",4379.77,20.13,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where a volumetric/usage charge occurs - Total volume used (ML)
303,Condamine,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",9841.74,60.88,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where there is no volumetric/usage charge - Total volume used (ML)
303,Condamine,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",45215.81,663.87,Water source ,"Groundwater (e.g. bores, springs, wells) ",Total volume used (ML)
303,Condamine,"Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)",517.14,5.84,Water source ,"Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ",Total volume used (ML)
303,Condamine,Water source - Town or reticulated mains supply - Total volume used (ML),1.51,2.02,Water source ,Town or reticulated mains supply ,Total volume used (ML)
303,Condamine,Water use - Total area watered (ha),22748.89,366.11,Water use ,,
303,Condamine,Water use - Total volume applied (ML),61039.12,366.11,Water use ,,
303,Condamine,Water use - Total application rate (ML/ha),2.68,..,Water use ,,
303,Condamine,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),652864.35,1651.24,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Total area grown (ha)
303,Condamine,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha),4761.95,136.16,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Area watered (ha)
303,Condamine,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),14233.21,136.16,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Volume applied (ML)
303,Condamine,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Application rate (ML/ha),2.99,..,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Application rate (ML/ha)
303,Condamine,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",35592.09,596.49,Water use ," Pastures (including lucerne), cereal and other crops cut for hay and silage ",Total area grown (ha)
303,Condamine,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),6187.92,140.14,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Area watered (ha)
303,Condamine,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),17207.5,140.14,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Volume applied (ML)
303,Condamine,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),2.78,..,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Application rate (ML/ha)
303,Condamine,Water use - Vegetables - Total area grown (ha),1246.46,66.41,Water use ,Vegetables ,Total area grown (ha)
303,Condamine,Water use - Vegetables - Area watered (ha),843.84,60.27,Water use ,Vegetables ,Area watered (ha)
303,Condamine,Water use - Vegetables - Volume applied (ML),2359.97,60.27,Water use ,Vegetables ,Volume applied (ML)
303,Condamine,Water use - Vegetables - Application rate (ML/ha),2.8,..,Water use ,Vegetables ,Application rate (ML/ha)
303,Condamine,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",274.67,18.47,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
303,Condamine,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",226.73,5.7,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Area watered (ha)
303,Condamine,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",337.85,5.7,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Volume applied (ML)
303,Condamine,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",1.49,..,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Application rate (ML/ha)
303,Condamine,"Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)",41.25,10.77,Water use ,"Nurseries, cut flowers and cultivated turf ",Total area grown (ha)
303,Condamine,"Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)",37.78,9.15,Water use ,"Nurseries, cut flowers and cultivated turf ",Area watered (ha)
303,Condamine,"Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)",116.69,9.15,Water use ,"Nurseries, cut flowers and cultivated turf ",Volume applied (ML)
303,Condamine,"Water use - Nurseries, cut flowers and cultivated turf - Application rate (ML/ha)",3.09,..,Water use ,"Nurseries, cut flowers and cultivated turf ",Application rate (ML/ha)
303,Condamine,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)",119954.1,758.24,Water use ,"Cereals for grain or seed, excluding rice ",Total area grown (ha)
303,Condamine,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)",7483.5,77.03,Water use ,"Cereals for grain or seed, excluding rice ",Area watered (ha)
303,Condamine,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)",15024.86,77.03,Water use ,"Cereals for grain or seed, excluding rice ",Volume applied (ML)
303,Condamine,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",2.01,..,Water use ,"Cereals for grain or seed, excluding rice ",Application rate (ML/ha)
303,Condamine,Water use - Cotton - Total area grown (ha) (c),2190.18,24.03,Water use ,Cotton , Total area grown (ha) (c)
303,Condamine,Water use - Cotton - Area watered (ha),2190.18,24.03,Water use ,Cotton ,Area watered (ha)
303,Condamine,Water use - Cotton - Volume applied (ML),10439.15,24.03,Water use ,Cotton ,Volume applied (ML)
303,Condamine,Water use - Cotton - Application rate (ML/ha),4.77,..,Water use ,Cotton ,Application rate (ML/ha)
303,Condamine,Water use - Other crops n.e.c. - Total area grown (ha) (e),39430.32,418.83,Water use ,Other crops n.e.c.,Total area grown (ha) (e)
303,Condamine,Water use - Other crops n.e.c. - Area watered (ha),1017,5.67,Water use ,Other crops n.e.c.,Area watered (ha)
303,Condamine,Water use - Other crops n.e.c. - Volume applied (ML),1319.89,5.67,Water use ,Other crops n.e.c.,Volume applied (ML)
303,Condamine,Water use - Other crops n.e.c. - Application rate (ML/ha),1.3,..,Water use ,Other crops n.e.c.,Application rate (ML/ha)
304,Cooperative Management Area,Area of holding - Total area (ha) (a),1206895.05,21.91,Area of holding ,,
304,Cooperative Management Area,Number of agricultural businesses (no.),21.91,21.91,,,
304,Cooperative Management Area,Number of agricultural businesses irrigating (no.),7.02,7.02,,,
304,Cooperative Management Area,Water source - Total volume of water from all sources (ML) (b),4975.67,13.58,Water source ,,
304,Cooperative Management Area,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),3035.44,5.56,Water source ,Water taken from on farm dams or tanks,Total volume used (ML)
304,Cooperative Management Area,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",962.57,5.78,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Total volume used (ML)
304,Cooperative Management Area,"Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)",76,1,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where a volumetric/usage charge occurs - Total volume used (ML)
304,Cooperative Management Area,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",886.57,4.78,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where there is no volumetric/usage charge - Total volume used (ML)
304,Cooperative Management Area,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",977.66,8.02,Water source ,"Groundwater (e.g. bores, springs, wells) ",Total volume used (ML)
304,Cooperative Management Area,Water use - Total area watered (ha),500.09,7.02,Water use ,,
304,Cooperative Management Area,Water use - Total volume applied (ML),3904.84,7.02,Water use ,,
304,Cooperative Management Area,Water use - Total application rate (ML/ha),7.81,..,Water use ,,
304,Cooperative Management Area,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),1203012.53,15.59,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Total area grown (ha)
304,Cooperative Management Area,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",90,2,Water use ," Pastures (including lucerne), cereal and other crops cut for hay and silage ",Total area grown (ha)
304,Cooperative Management Area,Water use - Vegetables - Total area grown (ha),213.23,3.25,Water use ,Vegetables ,Total area grown (ha)
304,Cooperative Management Area,Water use - Vegetables - Area watered (ha),35.49,1.77,Water use ,Vegetables ,Area watered (ha)
304,Cooperative Management Area,Water use - Vegetables - Volume applied (ML),88.72,1.77,Water use ,Vegetables ,Volume applied (ML)
304,Cooperative Management Area,Water use - Vegetables - Application rate (ML/ha),2.5,..,Water use ,Vegetables ,Application rate (ML/ha)
304,Cooperative Management Area,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",735.23,6.02,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
304,Cooperative Management Area,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",285.61,4.25,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Area watered (ha)
304,Cooperative Management Area,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",3027.12,4.25,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Volume applied (ML)
304,Cooperative Management Area,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",10.6,..,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Application rate (ML/ha)
304,Cooperative Management Area,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)",130,1,Water use ,"Cereals for grain or seed, excluding rice ",Total area grown (ha)
304,Cooperative Management Area,Water use - Other crops n.e.c. - Total area grown (ha) (e),470,1,Water use ,Other crops n.e.c.,Total area grown (ha) (e)
304,Cooperative Management Area,Water use - Other crops n.e.c. - Area watered (ha),179,1,Water use ,Other crops n.e.c.,Area watered (ha)
304,Cooperative Management Area,Water use - Other crops n.e.c. - Volume applied (ML),789,1,Water use ,Other crops n.e.c.,Volume applied (ML)
304,Cooperative Management Area,Water use - Other crops n.e.c. - Application rate (ML/ha),4.41,..,Water use ,Other crops n.e.c.,Application rate (ML/ha)
305,Desert Channels,Area of holding - Total area (ha) (a),37133939.95,644.03,Area of holding ,,
305,Desert Channels,Number of agricultural businesses (no.),644.03,644.03,,,
305,Desert Channels,Number of agricultural businesses irrigating (no.),6.85,6.85,,,
305,Desert Channels,Water source - Total volume of water from all sources (ML) (b),45062.51,470.69,Water source ,,
305,Desert Channels,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),4319.61,190.84,Water source ,Water taken from on farm dams or tanks,Total volume used (ML)
305,Desert Channels,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",2921.07,76.47,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Total volume used (ML)
305,Desert Channels,"Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)",93.84,1.88,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where a volumetric/usage charge occurs - Total volume used (ML)
305,Desert Channels,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",2827.23,74.6,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where there is no volumetric/usage charge - Total volume used (ML)
305,Desert Channels,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",37584.25,348.5,Water source ,"Groundwater (e.g. bores, springs, wells) ",Total volume used (ML)
305,Desert Channels,"Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)",214,2,Water source ,"Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ",Total volume used (ML)
305,Desert Channels,Water source - Other sources of water (excluding rainfall) - Total volume used (ML),23.59,1.12,Water source ,Other sources of water (excluding rainfall) ,Total volume used (ML)
305,Desert Channels,Water use - Total area watered (ha),np,6.85,Water use ,,
305,Desert Channels,Water use - Total volume applied (ML),np,6.85,Water use ,,
305,Desert Channels,Water use - Total application rate (ML/ha),np,..,Water use ,,
305,Desert Channels,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),35726686.11,634.75,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Total area grown (ha)
305,Desert Channels,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",2298.71,17.14,Water use ," Pastures (including lucerne), cereal and other crops cut for hay and silage ",Total area grown (ha)
305,Desert Channels,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),np,6.85,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Area watered (ha)
305,Desert Channels,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),np,6.85,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Volume applied (ML)
305,Desert Channels,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),np,..,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Application rate (ML/ha)
305,Desert Channels,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",0.47,6.85,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
305,Desert Channels,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)",587.13,2.4,Water use ,"Cereals for grain or seed, excluding rice ",Total area grown (ha)
306,Fitzroy Basin,Area of holding - Total area (ha) (a),15089623.36,2772.89,Area of holding ,,
306,Fitzroy Basin,Number of agricultural businesses (no.),2772.89,2772.89,,,
306,Fitzroy Basin,Number of agricultural businesses irrigating (no.),331.56,331.56,,,
306,Fitzroy Basin,Water source - Total volume of water from all sources (ML) (b),229299.97,1461.39,Water source ,,
306,Fitzroy Basin,Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML),80121.14,68.68,Water source , Water taken from irrigation channels or irrigation pipelines ,Total volume used (ML)
306,Fitzroy Basin,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),27438.01,826.95,Water source ,Water taken from on farm dams or tanks,Total volume used (ML)
306,Fitzroy Basin,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",93077.65,363.38,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Total volume used (ML)
306,Fitzroy Basin,"Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)",63776.92,146.53,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where a volumetric/usage charge occurs - Total volume used (ML)
306,Fitzroy Basin,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",29300.74,235.05,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where there is no volumetric/usage charge - Total volume used (ML)
306,Fitzroy Basin,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",28582,802.6,Water source ,"Groundwater (e.g. bores, springs, wells) ",Total volume used (ML)
306,Fitzroy Basin,"Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)",52.24,11.75,Water source ,"Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ",Total volume used (ML)
306,Fitzroy Basin,Water source - Town or reticulated mains supply - Total volume used (ML),28.93,24.74,Water source ,Town or reticulated mains supply ,Total volume used (ML)
306,Fitzroy Basin,Water use - Total area watered (ha),np,331.56,Water use ,,
306,Fitzroy Basin,Water use - Total volume applied (ML),np,331.56,Water use ,,
306,Fitzroy Basin,Water use - Total application rate (ML/ha),np,..,Water use ,,
306,Fitzroy Basin,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),14002303.71,2569.75,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Total area grown (ha)
306,Fitzroy Basin,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha),32094.06,132.96,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Area watered (ha)
306,Fitzroy Basin,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),29439.29,132.96,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Volume applied (ML)
306,Fitzroy Basin,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Application rate (ML/ha),0.92,..,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Application rate (ML/ha)
306,Fitzroy Basin,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",23158.61,465.85,Water use ," Pastures (including lucerne), cereal and other crops cut for hay and silage ",Total area grown (ha)
306,Fitzroy Basin,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),np,142.26,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Area watered (ha)
306,Fitzroy Basin,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),np,142.26,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Volume applied (ML)
306,Fitzroy Basin,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),np,..,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Application rate (ML/ha)
306,Fitzroy Basin,Water use - Vegetables - Total area grown (ha),122.55,14.82,Water use ,Vegetables ,Total area grown (ha)
306,Fitzroy Basin,Water use - Vegetables - Area watered (ha),117.33,7.98,Water use ,Vegetables ,Area watered (ha)
306,Fitzroy Basin,Water use - Vegetables - Volume applied (ML),575.42,7.98,Water use ,Vegetables ,Volume applied (ML)
306,Fitzroy Basin,Water use - Vegetables - Application rate (ML/ha),4.9,..,Water use ,Vegetables ,Application rate (ML/ha)
306,Fitzroy Basin,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",1427.55,33.36,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
306,Fitzroy Basin,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",795.92,20.99,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Area watered (ha)
306,Fitzroy Basin,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",2579.07,20.99,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Volume applied (ML)
306,Fitzroy Basin,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",3.24,..,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Application rate (ML/ha)
306,Fitzroy Basin,Water use - Grapevines - Total area grown (ha),981.83,22.15,Water use ,Grapevines ,Total area grown (ha)
306,Fitzroy Basin,Water use - Grapevines - Area watered (ha),579.83,21.15,Water use ,Grapevines ,Area watered (ha)
306,Fitzroy Basin,Water use - Grapevines - Volume applied (ML),2705.37,21.15,Water use ,Grapevines ,Volume applied (ML)
306,Fitzroy Basin,Water use - Grapevines - Application rate (ML/ha),4.67,..,Water use ,Grapevines ,Application rate (ML/ha)
306,Fitzroy Basin,"Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)",118.71,6.73,Water use ,"Nurseries, cut flowers and cultivated turf ",Total area grown (ha)
