"Region Code","Region","Commodity description","Estimate","Number of agricultural businesses","Type","Category","Process"
310,"Reef Catchments","Water use - Other crops n.e.c. - Volume applied (ML)","342.67","3.38","Water use","Other crops n.e.c.","Volume applied (ML)"
311,"South East Queensland","Water use - Total area watered (ha)","40071.61","1062.86","Water use","",""
311,"South East Queensland","Water use - Total volume applied (ML)","142048.47","1062.86","Water use","",""
311,"South East Queensland","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","542299.21","1655.93","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
311,"South East Queensland","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","6371.11","272.05","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
311,"South East Queensland","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","23743.3","272.05","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
311,"South East Queensland","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","23750.31","612.9","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
311,"South East Queensland","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","14966.77","344.88","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
311,"South East Queensland","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","52561.76","344.88","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
311,"South East Queensland","Water use - Vegetables - Total area grown (ha)","13314.9","288.06","Water use","Vegetables ","Total area grown (ha)"
311,"South East Queensland","Water use - Vegetables - Area watered (ha)","11719.74","256.19","Water use","Vegetables ","Area watered (ha)"
311,"South East Queensland","Water use - Vegetables - Volume applied (ML)","42745.09","256.19","Water use","Vegetables ","Volume applied (ML)"
311,"South East Queensland","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","6991.2","287.5","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
311,"South East Queensland","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","4185.79","191.66","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
311,"South East Queensland","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","10972.75","191.66","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
311,"South East Queensland","Water use - Grapevines - Total area grown (ha)","36","1","Water use","Grapevines ","Total area grown (ha)"
311,"South East Queensland","Water use - Grapevines - Area watered (ha)","36","1","Water use","Grapevines ","Area watered (ha)"
311,"South East Queensland","Water use - Grapevines - Volume applied (ML)","220","1","Water use","Grapevines ","Volume applied (ML)"
311,"South East Queensland","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","1576.21","247.35","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
311,"South East Queensland","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","1326.57","201.9","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
311,"South East Queensland","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","8990.37","201.9","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
311,"South East Queensland","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","2745.26","115.87","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
311,"South East Queensland","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","419.62","27.01","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
311,"South East Queensland","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","974.85","27.01","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
311,"South East Queensland","Water use - Sugar cane - Total area grown (ha) (d)","6170.68","68.96","Water use","Sugar cane ","Total area grown (ha) (d)"
311,"South East Queensland","Water use - Sugar cane - Area watered (ha)","802.05","5.94","Water use","Sugar cane ","Area watered (ha)"
311,"South East Queensland","Water use - Sugar cane - Volume applied (ML)","1.19","5.94","Water use","Sugar cane ","Volume applied (ML)"
311,"South East Queensland","Water use - Other crops n.e.c. - Total area grown (ha) (e)","1788.9","101.56","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
311,"South East Queensland","Water use - Other crops n.e.c. - Area watered (ha)","243.96","17.07","Water use","Other crops n.e.c.","Area watered (ha)"
311,"South East Queensland","Water use - Other crops n.e.c. - Volume applied (ML)","1839.15","17.07","Water use","Other crops n.e.c.","Volume applied (ML)"
312,"South West Queensland","Water use - Total area watered (ha)","np","4.62","Water use","",""
312,"South West Queensland","Water use - Total volume applied (ML)","np","4.62","Water use","",""
312,"South West Queensland","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","15409699.22","493.71","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
312,"South West Queensland","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","2667.59","24.86","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
312,"South West Queensland","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","np","4.62","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
312,"South West Queensland","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","np","4.62","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
312,"South West Queensland","Water use - Grapevines - Total area grown (ha)","7.74","1.19","Water use","Grapevines ","Total area grown (ha)"
312,"South West Queensland","Water use - Grapevines - Area watered (ha)","7.74","1.19","Water use","Grapevines ","Area watered (ha)"
312,"South West Queensland","Water use - Grapevines - Volume applied (ML)","119.11","1.19","Water use","Grapevines ","Volume applied (ML)"
312,"South West Queensland","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","2368.78","21.84","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
312,"South West Queensland","Water use - Other crops n.e.c. - Total area grown (ha) (e)","163.07","10.19","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
313,"Southern Gulf","Water use - Total area watered (ha)","999.09","9.51","Water use","",""
313,"Southern Gulf","Water use - Total volume applied (ML)","11836.27","9.51","Water use","",""
313,"Southern Gulf","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","16181914.41","315.73","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
313,"Southern Gulf","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","20","1","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
313,"Southern Gulf","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","100","1","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
313,"Southern Gulf","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","1546.09","10.51","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
313,"Southern Gulf","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","979.09","8.51","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
313,"Southern Gulf","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","11736.27","8.51","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
313,"Southern Gulf","Water use - Vegetables - Total area grown (ha)","1","1","Water use","Vegetables ","Total area grown (ha)"
314,"Terrain NRM","Water use - Total area watered (ha)","22625.94","510.18","Water use","",""
314,"Terrain NRM","Water use - Total volume applied (ML)","102891.07","510.18","Water use","",""
314,"Terrain NRM","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","911417.25","611.23","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
314,"Terrain NRM","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","2483.95","50.58","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
314,"Terrain NRM","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","7288.96","50.58","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
314,"Terrain NRM","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","4108.48","94.18","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
314,"Terrain NRM","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","221.07","15.58","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
314,"Terrain NRM","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","1447.31","15.58","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
314,"Terrain NRM","Water use - Vegetables - Total area grown (ha)","961.72","86.18","Water use","Vegetables ","Total area grown (ha)"
314,"Terrain NRM","Water use - Vegetables - Area watered (ha)","926.78","77.16","Water use","Vegetables ","Area watered (ha)"
314,"Terrain NRM","Water use - Vegetables - Volume applied (ML)","1469.3","77.16","Water use","Vegetables ","Volume applied (ML)"
314,"Terrain NRM","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","16528.88","407.55","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
314,"Terrain NRM","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","14030.38","321.37","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
314,"Terrain NRM","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","78016.21","321.37","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
314,"Terrain NRM","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","180.68","45.91","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
314,"Terrain NRM","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","134.75","35.16","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
314,"Terrain NRM","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","644.77","35.16","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
314,"Terrain NRM","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","458.94","9.65","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
314,"Terrain NRM","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","677.63","7.68","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
314,"Terrain NRM","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","1819.85","7.68","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
314,"Terrain NRM","Water use - Sugar cane - Total area grown (ha) (d)","133081","1020.93","Water use","Sugar cane ","Total area grown (ha) (d)"
314,"Terrain NRM","Water use - Sugar cane - Area watered (ha)","3934.48","58.72","Water use","Sugar cane ","Area watered (ha)"
314,"Terrain NRM","Water use - Sugar cane - Volume applied (ML)","11712.47","58.72","Water use","Sugar cane ","Volume applied (ML)"
314,"Terrain NRM","Water use - Other crops n.e.c. - Total area grown (ha) (e)","1005","37.47","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
314,"Terrain NRM","Water use - Other crops n.e.c. - Area watered (ha)","216.89","19.53","Water use","Other crops n.e.c.","Area watered (ha)"
314,"Terrain NRM","Water use - Other crops n.e.c. - Volume applied (ML)","492.21","19.53","Water use","Other crops n.e.c.","Volume applied (ML)"
4,"South Australia","Water use - Total area watered (ha)","161430.18","3033.9","Water use","",""
4,"South Australia","Water use - Total volume applied (ML)","717213.58","3033.9","Water use","",""
4,"South Australia","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","38946858.46","6118.9","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
4,"South Australia","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","33680.08","532.54","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
4,"South Australia","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","151665.41","532.54","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
4,"South Australia","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","375350.04","3577.02","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
4,"South Australia","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","15946.47","369.33","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
4,"South Australia","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","80901.39","369.33","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
4,"South Australia","Water use - Vegetables - Total area grown (ha)","12190.42","403.82","Water use","Vegetables ","Total area grown (ha)"
4,"South Australia","Water use - Vegetables - Area watered (ha)","11422.21","360.96","Water use","Vegetables ","Area watered (ha)"
4,"South Australia","Water use - Vegetables - Volume applied (ML)","54376.93","360.96","Water use","Vegetables ","Volume applied (ML)"
4,"South Australia","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","22788.35","659.59","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
4,"South Australia","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","21638.71","538.19","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
4,"South Australia","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","178887.58","538.19","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
4,"South Australia","Water use - Grapevines - Total area grown (ha)","68372.37","1755.62","Water use","Grapevines ","Total area grown (ha)"
4,"South Australia","Water use - Grapevines - Area watered (ha)","65655.34","1648.77","Water use","Grapevines ","Area watered (ha)"
4,"South Australia","Water use - Grapevines - Volume applied (ML)","215965.22","1648.77","Water use","Grapevines ","Volume applied (ML)"
4,"South Australia","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","842.49","128.97","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
4,"South Australia","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","628.9","73.42","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
4,"South Australia","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","3137.21","73.42","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
4,"South Australia","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","2901365.04","4040.4","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
4,"South Australia","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","7230.24","49.2","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
4,"South Australia","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","10224.2","49.2","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
4,"South Australia","Water use - Other crops n.e.c. - Total area grown (ha) (e)","623079.25","2319.68","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
4,"South Australia","Water use - Other crops n.e.c. - Area watered (ha)","5228.22","54.91","Water use","Other crops n.e.c.","Area watered (ha)"
4,"South Australia","Water use - Other crops n.e.c. - Volume applied (ML)","22055.63","54.91","Water use","Other crops n.e.c.","Volume applied (ML)"
401,"Adelaide and Mount Lofty Ranges","Water use - Total area watered (ha)","24965.84","1101.17","Water use","",""
401,"Adelaide and Mount Lofty Ranges","Water use - Total volume applied (ML)","64864.66","1101.17","Water use","",""
401,"Adelaide and Mount Lofty Ranges","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","156746.12","641.96","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
401,"Adelaide and Mount Lofty Ranges","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","909.18","61.5","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
401,"Adelaide and Mount Lofty Ranges","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","4518.62","61.5","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
401,"Adelaide and Mount Lofty Ranges","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","np","452.18","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
401,"Adelaide and Mount Lofty Ranges","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","185.85","19.85","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
401,"Adelaide and Mount Lofty Ranges","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","185.21","19.85","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
401,"Adelaide and Mount Lofty Ranges","Water use - Vegetables - Total area grown (ha)","np","298.29","Water use","Vegetables ","Total area grown (ha)"
401,"Adelaide and Mount Lofty Ranges","Water use - Vegetables - Area watered (ha)","1889.67","265.68","Water use","Vegetables ","Area watered (ha)"
401,"Adelaide and Mount Lofty Ranges","Water use - Vegetables - Volume applied (ML)","9241.74","265.68","Water use","Vegetables ","Volume applied (ML)"
401,"Adelaide and Mount Lofty Ranges","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","2601.55","180.93","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
401,"Adelaide and Mount Lofty Ranges","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","2353.51","120.7","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
401,"Adelaide and Mount Lofty Ranges","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","14910.03","120.7","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
401,"Adelaide and Mount Lofty Ranges","Water use - Grapevines - Total area grown (ha)","20126.37","690.6","Water use","Grapevines ","Total area grown (ha)"
401,"Adelaide and Mount Lofty Ranges","Water use - Grapevines - Area watered (ha)","19542.67","629.4","Water use","Grapevines ","Area watered (ha)"
401,"Adelaide and Mount Lofty Ranges","Water use - Grapevines - Volume applied (ML)","35667.26","629.4","Water use","Grapevines ","Volume applied (ML)"
401,"Adelaide and Mount Lofty Ranges","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","174.61","78.02","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
401,"Adelaide and Mount Lofty Ranges","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","84.95","41.2","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
401,"Adelaide and Mount Lofty Ranges","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","341.82","41.2","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
401,"Adelaide and Mount Lofty Ranges","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","63781.46","300.96","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
401,"Adelaide and Mount Lofty Ranges","Water use - Other crops n.e.c. - Total area grown (ha) (e)","19719.96","137.13","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
402,"Alinytjara Wilurara","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","500000","1","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
403,"Eyre Peninsula","Water use - Total area watered (ha)","1264.73","13.37","Water use","",""
403,"Eyre Peninsula","Water use - Total volume applied (ML)","684.11","13.37","Water use","",""
403,"Eyre Peninsula","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","1302999.46","723.08","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
403,"Eyre Peninsula","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","907.4","1","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
403,"Eyre Peninsula","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","350.1","1","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
403,"Eyre Peninsula","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","39216.23","316.95","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
403,"Eyre Peninsula","Water use - Vegetables - Total area grown (ha)","1.01","1.01","Water use","Vegetables ","Total area grown (ha)"
403,"Eyre Peninsula","Water use - Vegetables - Area watered (ha)","1.01","1.01","Water use","Vegetables ","Area watered (ha)"
403,"Eyre Peninsula","Water use - Vegetables - Volume applied (ML)","2.33","1.01","Water use","Vegetables ","Volume applied (ML)"
403,"Eyre Peninsula","Water use - Grapevines - Total area grown (ha)","353.78","10.34","Water use","Grapevines ","Total area grown (ha)"
403,"Eyre Peninsula","Water use - Grapevines - Area watered (ha)","353.78","10.34","Water use","Grapevines ","Area watered (ha)"
403,"Eyre Peninsula","Water use - Grapevines - Volume applied (ML)","320.53","10.34","Water use","Grapevines ","Volume applied (ML)"
403,"Eyre Peninsula","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","2.53","1.01","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
403,"Eyre Peninsula","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","2.53","1.01","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
403,"Eyre Peninsula","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","11.15","1.01","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
403,"Eyre Peninsula","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","1118737.11","790.56","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
403,"Eyre Peninsula","Water use - Other crops n.e.c. - Total area grown (ha) (e)","135249.13","342.37","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
404,"Kangaroo Island","Water use - Total area watered (ha)","192","7.06","Water use","",""
404,"Kangaroo Island","Water use - Total volume applied (ML)","2372.71","7.06","Water use","",""
404,"Kangaroo Island","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","114592.53","203.24","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
404,"Kangaroo Island","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","25","1","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
404,"Kangaroo Island","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","5","1","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
404,"Kangaroo Island","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","7302.16","113.28","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
404,"Kangaroo Island","Water use - Vegetables - Total area grown (ha)","336.45","6.02","Water use","Vegetables ","Total area grown (ha)"
404,"Kangaroo Island","Water use - Vegetables - Area watered (ha)","140.45","3.02","Water use","Vegetables ","Area watered (ha)"
404,"Kangaroo Island","Water use - Vegetables - Volume applied (ML)","2342.68","3.02","Water use","Vegetables ","Volume applied (ML)"
404,"Kangaroo Island","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","5.68","2.03","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
404,"Kangaroo Island","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","1.01","1.01","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
404,"Kangaroo Island","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","2.64","1.01","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
404,"Kangaroo Island","Water use - Grapevines - Total area grown (ha)","228.46","12.1","Water use","Grapevines ","Total area grown (ha)"
404,"Kangaroo Island","Water use - Grapevines - Area watered (ha)","25.54","2.03","Water use","Grapevines ","Area watered (ha)"
404,"Kangaroo Island","Water use - Grapevines - Volume applied (ML)","22.4","2.03","Water use","Grapevines ","Volume applied (ML)"
404,"Kangaroo Island","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","5824.36","59.2","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
404,"Kangaroo Island","Water use - Other crops n.e.c. - Total area grown (ha) (e)","6261.71","24.25","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
405,"Northern and Yorke","Water use - Total area watered (ha)","7741.07","106.76","Water use","",""
405,"Northern and Yorke","Water use - Total volume applied (ML)","6093.49","106.76","Water use","",""
405,"Northern and Yorke","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","1607984.74","1381.53","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
405,"Northern and Yorke","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","139309.15","868.88","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
405,"Northern and Yorke","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","13","3.25","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
405,"Northern and Yorke","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","16.25","3.25","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
405,"Northern and Yorke","Water use - Vegetables - Total area grown (ha)","102.13","3.23","Water use","Vegetables ","Total area grown (ha)"
405,"Northern and Yorke","Water use - Vegetables - Area watered (ha)","100.91","2.01","Water use","Vegetables ","Area watered (ha)"
405,"Northern and Yorke","Water use - Vegetables - Volume applied (ML)","603.04","2.01","Water use","Vegetables ","Volume applied (ML)"
405,"Northern and Yorke","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","109.42","14.89","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
405,"Northern and Yorke","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","25.33","4.25","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
405,"Northern and Yorke","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","26.8","4.25","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
405,"Northern and Yorke","Water use - Grapevines - Total area grown (ha)","4588.06","98.1","Water use","Grapevines ","Total area grown (ha)"
405,"Northern and Yorke","Water use - Grapevines - Area watered (ha)","4382.79","94.85","Water use","Grapevines ","Area watered (ha)"
405,"Northern and Yorke","Water use - Grapevines - Volume applied (ML)","3740.6","94.85","Water use","Grapevines ","Volume applied (ML)"
405,"Northern and Yorke","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","1010794.97","1562.71","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
405,"Northern and Yorke","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","3219.04","3.41","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
